"Site","Date","HPB_Q_PT_m3day","HPB_Q_lm_m3day","DOC_mgL","DON_mgL","NO3_mgL","NH4_mgL","Q_m3day_flowmate","lai_MODIS"
100,2019-05-27,NA,1965.9797462025,NA,NA,NA,NA,NA,NA
100,2019-05-28,NA,1749.94056922292,NA,NA,NA,NA,NA,NA
100,2019-05-29,NA,1789.22041958285,NA,NA,NA,NA,NA,NA
100,2019-05-30,NA,1789.22041958285,NA,NA,NA,NA,NA,NA
100,2019-05-31,NA,1710.660718863,NA,NA,NA,NA,NA,NA
100,2019-06-01,NA,1651.74094332312,NA,NA,NA,NA,NA,NA
100,2019-06-02,NA,1612.4610929632,NA,NA,NA,NA,NA,NA
100,2019-06-03,NA,1526.04542217137,NA,NA,NA,NA,NA,NA
100,2019-06-04,NA,1435.70176634354,NA,NA,NA,NA,NA,NA
100,2019-06-05,NA,1435.70176634354,NA,NA,NA,NA,NA,NA
100,2019-06-06,NA,1414.09784864559,NA,NA,NA,NA,NA,NA
100,2019-06-07,NA,1808.86034476281,NA,NA,NA,NA,NA,NA
100,2019-06-08,NA,4774.48904693695,NA,NA,NA,NA,NA,NA
100,2019-06-09,NA,4067.45174045834,NA,NA,NA,NA,NA,NA
100,2019-06-10,NA,5167.28755053617,NA,NA,NA,NA,NA,NA
100,2019-06-11,NA,4283.49091743792,NA,NA,NA,NA,NA,NA
100,2019-06-12,NA,3085.45548146028,NA,NA,NA,NA,NA,NA
100,2019-06-13,NA,2594.45735196125,NA,NA,NA,NA,NA,NA
100,2019-06-14,NA,2142.73907282215,NA,NA,NA,NA,NA,NA
100,2019-06-15,NA,1946.33982102254,NA,NA,NA,NA,NA,NA
100,2019-06-16,NA,1828.50026994277,NA,NA,NA,NA,NA,NA
100,2019-06-17,NA,1730.30064404296,NA,NA,NA,NA,NA,NA
100,2019-06-18,NA,1671.38086850308,NA,NA,NA,NA,NA,NA
100,2019-06-19,NA,1926.69989584257,NA,NA,NA,NA,NA,NA
100,2019-06-20,NA,1887.42004548265,NA,NA,NA,NA,NA,NA
100,2019-06-21,NA,1573.18124260327,NA,NA,NA,NA,NA,NA
100,2019-06-22,NA,1474.98161670347,NA,NA,NA,NA,NA,NA
100,2019-06-23,NA,1414.09784864559,NA,NA,NA,NA,NA,NA
100,2019-06-24,NA,1374.81799828566,NA,NA,NA,NA,NA,NA
100,2019-06-25,NA,1518.18945209938,NA,NA,NA,NA,NA,NA
100,2019-06-26,NA,1349.28609555172,NA,NA,NA,NA,NA,NA
100,2019-06-27,NA,1278.58236490386,NA,NA,NA,NA,NA,NA
100,2019-06-28,NA,1237.33852202594,NA,NA,NA,NA,NA,NA
100,2019-06-29,NA,1284.47434245784,NA,NA,NA,NA,NA,NA
100,2019-06-30,NA,1180.38273900405,NA,NA,NA,NA,NA,NA
100,2019-07-01,NA,1097.89505324821,NA,NA,NA,NA,NA,NA
100,2019-07-02,NA,1384.63796087565,NA,NA,NA,NA,NA,NA
100,2019-07-03,NA,1445.52172893353,NA,NA,NA,NA,NA,NA
100,2019-07-04,NA,21998.7034297629,NA,NA,NA,NA,NA,NA
100,2019-07-05,NA,8054.35655199047,NA,NA,NA,NA,NA,NA
100,2019-07-06,NA,3792.49278793889,NA,NA,NA,NA,NA,NA
100,2019-07-07,NA,2614.09727714122,NA,NA,NA,NA,NA,NA
100,2019-07-08,NA,2319.4983994418,NA,NA,NA,NA,NA,NA
100,2019-07-09,NA,2692.65697786106,NA,NA,NA,NA,NA,NA
100,2019-07-10,NA,2044.53944692234,NA,NA,NA,NA,NA,NA
100,2019-07-11,NA,2123.09914764219,NA,NA,NA,NA,NA,NA
100,2019-07-12,NA,2103.45922246223,NA,NA,NA,NA,NA,NA
100,2019-07-13,NA,1769.58049440288,NA,NA,NA,NA,NA,NA
100,2019-07-14,NA,1573.18124260327,NA,NA,NA,NA,NA,NA
100,2019-07-15,NA,1425.88180375356,NA,NA,NA,NA,NA,NA
100,2019-07-16,NA,1335.53814792574,NA,NA,NA,NA,NA,NA
100,2019-07-17,NA,1274.65437986786,NA,NA,NA,NA,NA,NA
100,2019-07-18,NA,1194.13068663002,NA,NA,NA,NA,NA,NA
100,2019-07-19,NA,1092.00307569422,NA,NA,NA,NA,NA,NA
100,2019-07-20,NA,1031.11930763634,NA,NA,NA,NA,NA,NA
100,2019-07-21,NA,2515.89765124141,NA,NA,NA,NA,NA,NA
100,2019-07-22,NA,2221.29877354199,NA,NA,NA,NA,NA,NA
100,2019-07-23,NA,3576.45361095932,NA,NA,NA,NA,NA,NA
100,2019-07-24,NA,2673.0170526811,NA,NA,NA,NA,NA,NA
100,2019-07-25,NA,2005.25959656242,NA,NA,NA,NA,NA,NA
100,2019-07-26,NA,1632.10101814316,NA,NA,NA,NA,NA,NA
100,2019-07-27,NA,1447.48572145152,NA,NA,NA,NA,NA,NA
100,2019-07-28,NA,1310.00624519179,NA,NA,NA,NA,NA,NA
100,2019-07-29,NA,1213.77061180998,NA,NA,NA,NA,NA,NA
100,2019-07-30,NA,1502.47751195541,NA,NA,NA,NA,NA,NA
100,2019-07-31,NA,1592.82116778323,NA,NA,NA,NA,NA,NA
100,2019-08-01,NA,1370.89001324967,NA,NA,NA,NA,NA,NA
100,2019-08-02,NA,1247.15848461592,NA,NA,NA,NA,NA,NA
100,2019-08-03,NA,1148.95885871611,NA,NA,NA,NA,NA,NA
100,2019-08-04,NA,1070.39915799627,NA,NA,NA,NA,NA,NA
100,2019-08-05,NA,995.767442312414,NA,NA,NA,NA,NA,NA
100,2019-08-06,NA,2280.21854908188,NA,NA,NA,NA,NA,NA
100,2019-08-07,NA,1323.75419281777,NA,NA,NA,NA,NA,NA
100,2019-08-08,NA,1135.21091109014,NA,NA,NA,NA,NA,NA
100,2019-08-09,NA,1052.7232253343,NA,NA,NA,NA,NA,NA
100,2019-08-10,NA,1021.29934504636,NA,NA,NA,NA,NA,NA
100,2019-08-11,NA,972.19953209646,NA,NA,NA,NA,NA,NA
100,2019-08-12,NA,917.207741592569,NA,NA,NA,NA,NA,NA
100,2019-08-13,NA,877.927891232647,NA,NA,NA,NA,NA,NA
101,2019-08-13,NA,NA,NA,NA,NA,NA,NA,3.7
100,2019-08-14,NA,868.107928642666,NA,NA,NA,NA,NA,NA
100,2019-08-15,NA,838.648040872724,NA,NA,NA,NA,NA,NA
100,2019-08-16,NA,805.26016806679,NA,NA,NA,NA,NA,NA
100,2019-08-17,NA,756.160355116887,NA,NA,NA,NA,NA,NA
100,2019-08-18,NA,722.772482310953,NA,NA,NA,NA,NA,NA
100,2019-08-19,NA,718.844497274961,NA,NA,NA,NA,NA,NA
100,2019-08-20,NA,718.844497274961,NA,NA,NA,NA,NA,NA
100,2019-08-21,NA,703.132557130992,NA,NA,NA,NA,NA,NA
100,2019-08-22,NA,716.880504756965,NA,NA,NA,NA,NA,NA
100,2019-08-23,NA,807.224160584786,NA,NA,NA,NA,NA,NA
100,2019-08-24,NA,758.124347634883,NA,NA,NA,NA,NA,NA
100,2019-08-25,NA,718.844497274961,NA,NA,NA,NA,NA,NA
100,2019-08-26,NA,718.844497274961,NA,NA,NA,NA,NA,NA
100,2019-08-27,NA,724.736474828949,NA,NA,NA,NA,NA,NA
100,2019-08-28,NA,720.808489792957,NA,NA,NA,NA,NA,NA
100,2019-08-29,NA,701.168564612996,NA,NA,NA,NA,NA,NA
100,2019-08-30,NA,667.780691807062,NA,NA,NA,NA,NA,NA
100,2019-08-31,NA,655.996736699085,NA,NA,NA,NA,NA,NA
100,2019-09-01,NA,616.716886339163,NA,NA,NA,NA,NA,NA
100,2019-09-02,NA,616.716886339163,NA,NA,NA,NA,NA,NA
100,2019-09-03,NA,602.96893871319,NA,NA,NA,NA,NA,NA
100,2019-09-04,NA,569.581065907256,NA,NA,NA,NA,NA,NA
100,2019-09-05,NA,569.581065907256,NA,NA,NA,NA,NA,NA
100,2019-09-06,NA,569.581065907256,NA,NA,NA,NA,NA,NA
100,2019-09-07,NA,569.581065907256,NA,NA,NA,NA,NA,NA
100,2019-09-08,NA,569.581065907256,NA,NA,NA,NA,NA,NA
100,2019-09-09,NA,569.581065907256,NA,NA,NA,NA,NA,NA
100,2019-09-10,NA,569.581065907256,NA,NA,NA,NA,NA,NA
100,2019-09-11,NA,569.581065907256,NA,NA,NA,NA,NA,NA
100,2019-09-12,NA,569.581065907256,NA,NA,NA,NA,NA,NA
100,2019-09-13,NA,587.256998569221,NA,NA,NA,NA,NA,NA
100,2019-09-14,NA,630.464833965136,NA,NA,NA,NA,NA,NA
100,2019-09-15,NA,642.248789073112,NA,NA,NA,NA,NA,NA
100,2019-09-16,NA,563.689088353268,NA,NA,NA,NA,NA,NA
100,2019-09-17,NA,553.869125763287,NA,NA,NA,NA,NA,NA
100,2019-09-18,NA,547.977148209299,NA,NA,NA,NA,NA,NA
100,2019-09-19,NA,542.08517065531,NA,NA,NA,NA,NA,NA
100,2019-09-20,NA,536.193193101322,NA,NA,NA,NA,NA,NA
100,2019-09-21,NA,542.08517065531,NA,NA,NA,NA,NA,NA
100,2019-09-22,NA,557.797110799279,NA,NA,NA,NA,NA,NA
100,2019-09-23,NA,518.517260439357,NA,NA,NA,NA,NA,NA
100,2019-09-24,NA,512.625282885368,NA,NA,NA,NA,NA,NA
100,2019-09-25,NA,506.73330533138,NA,NA,NA,NA,NA,NA
100,2019-09-26,NA,500.841327777392,NA,NA,NA,NA,NA,NA
100,2019-09-27,NA,494.949350223403,NA,NA,NA,NA,NA,NA
100,2019-09-28,NA,585.293006051225,NA,NA,NA,NA,NA,NA
100,2019-09-29,NA,634.392819001128,NA,NA,NA,NA,NA,NA
100,2019-09-30,NA,624.572856411147,NA,NA,NA,NA,NA,NA
100,2019-10-01,NA,648.140766627101,NA,NA,NA,NA,NA,NA
100,2019-10-02,NA,585.293006051225,NA,NA,NA,NA,NA,NA
100,2019-10-03,NA,540.121178137314,NA,NA,NA,NA,NA,NA
100,2019-10-04,NA,489.057372669415,NA,NA,NA,NA,NA,NA
100,2019-10-05,NA,449.777522309493,NA,NA,NA,NA,NA,NA
100,2019-10-06,NA,445.8495372735,NA,NA,NA,NA,NA,NA
100,2019-10-07,NA,439.957559719512,NA,NA,NA,NA,NA,NA
100,2019-10-08,NA,691.348602023015,NA,NA,NA,NA,NA,NA
100,2019-10-09,NA,699.204572095,NA,NA,NA,NA,NA,NA
100,2019-10-10,NA,534.229200583326,NA,NA,NA,NA,NA,NA
100,2019-10-11,NA,447.813529791496,NA,NA,NA,NA,NA,NA
100,2019-10-12,NA,412.461664467566,NA,NA,NA,NA,NA,NA
100,2019-10-13,NA,406.569686913578,NA,NA,NA,NA,NA,NA
100,2019-10-14,NA,400.67770935959,NA,NA,NA,NA,NA,NA
100,2019-10-15,NA,396.749724323597,NA,NA,NA,NA,NA,NA
100,2019-10-16,NA,852.395988498697,NA,NA,NA,NA,NA,NA
100,2019-10-17,NA,854.359981016693,NA,NA,NA,NA,NA,NA
100,2019-10-18,NA,654.032744181089,NA,NA,NA,NA,NA,NA
100,2019-10-19,NA,555.833118281283,NA,NA,NA,NA,NA,NA
100,2019-10-20,NA,3380.0543591597,NA,NA,NA,NA,NA,NA
100,2019-10-21,NA,1573.18124260327,NA,NA,NA,NA,NA,NA
100,2019-10-22,NA,1441.59374389753,NA,NA,NA,NA,NA,NA
100,2019-10-23,NA,1239.30251454393,NA,NA,NA,NA,NA,NA
100,2019-10-24,NA,881.855876268639,NA,NA,NA,NA,NA,NA
100,2019-10-25,NA,718.844497274961,NA,NA,NA,NA,NA,NA
100,2019-10-26,NA,624.572856411147,NA,NA,NA,NA,NA,NA
100,2019-10-27,NA,2299.85847426184,NA,NA,NA,NA,NA,NA
100,2019-10-28,NA,1612.4610929632,NA,NA,NA,NA,NA,NA
100,2019-10-29,NA,1180.38273900405,NA,NA,NA,NA,NA,NA
100,2019-10-30,NA,1160.74281382409,NA,NA,NA,NA,NA,NA
100,2019-10-31,NA,4244.211067078,NA,NA,NA,NA,NA,NA
100,2019-11-01,NA,3851.41256347877,NA,NA,NA,NA,NA,NA
101,2019-11-01,NA,NA,NA,NA,NA,NA,NA,1.1
100,2019-11-02,NA,2339.13832462176,NA,NA,NA,NA,NA,NA
100,2019-11-03,NA,1749.94056922292,NA,NA,NA,NA,NA,NA
100,2019-11-04,NA,1416.06184116358,NA,NA,NA,NA,NA,NA
100,2019-11-05,NA,1229.48255195395,NA,NA,NA,NA,NA,NA
100,2019-11-06,NA,1088.07509065823,NA,NA,NA,NA,NA,NA
100,2019-11-07,NA,993.803449794417,NA,NA,NA,NA,NA,NA
100,2019-11-08,NA,946.667629362511,NA,NA,NA,NA,NA,NA
100,2019-11-09,NA,877.927891232647,NA,NA,NA,NA,NA,NA
101,2019-11-09,NA,NA,NA,NA,NA,NA,NA,0.8
100,2019-11-10,NA,877.927891232647,NA,NA,NA,NA,NA,NA
100,2019-11-11,NA,824.900093246752,NA,NA,NA,NA,NA,NA
100,2019-11-12,NA,807.224160584786,NA,NA,NA,NA,NA,NA
100,2019-11-13,NA,769.90830274286,NA,NA,NA,NA,NA,NA
100,2019-11-14,NA,718.844497274961,NA,NA,NA,NA,NA,NA
100,2019-11-15,NA,718.844497274961,NA,NA,NA,NA,NA,NA
100,2019-11-16,NA,710.988527202977,NA,NA,NA,NA,NA,NA
100,2019-11-17,NA,667.780691807062,NA,NA,NA,NA,NA,NA
100,2019-11-18,NA,669.744684325058,NA,NA,NA,NA,NA,NA
100,2019-11-19,NA,673.67266936105,NA,NA,NA,NA,NA,NA
100,2019-11-20,NA,659.924721735077,NA,NA,NA,NA,NA,NA
100,2019-11-21,NA,616.716886339163,NA,NA,NA,NA,NA,NA
100,2019-11-22,NA,636.356811519124,NA,NA,NA,NA,NA,NA
100,2019-11-23,NA,744.376400008911,NA,NA,NA,NA,NA,NA
100,2019-11-24,NA,1416.06184116358,NA,NA,NA,NA,NA,NA
100,2019-11-25,NA,1052.7232253343,NA,NA,NA,NA,NA,NA
101,2019-11-25,NA,NA,NA,NA,NA,NA,NA,0.7
100,2019-11-26,NA,889.711846340623,NA,NA,NA,NA,NA,NA
100,2019-11-27,NA,856.323973534689,NA,NA,NA,NA,NA,NA
100,2019-11-28,NA,834.720055836732,NA,NA,NA,NA,NA,NA
100,2019-11-29,NA,822.936100728755,NA,NA,NA,NA,NA,NA
100,2019-11-30,NA,893.639831376616,NA,NA,NA,NA,NA,NA
100,2019-12-01,NA,4165.65136635815,NA,NA,NA,NA,NA,NA
100,2019-12-02,NA,3340.77450879978,NA,NA,NA,NA,NA,NA
100,2019-12-03,NA,2476.61780088149,NA,NA,NA,NA,NA,NA
101,2019-12-03,NA,NA,NA,NA,NA,NA,NA,0.6
100,2019-12-04,NA,2044.53944692234,NA,NA,NA,NA,NA,NA
100,2019-12-05,NA,1730.30064404296,NA,NA,NA,NA,NA,NA
100,2019-12-06,NA,1592.82116778323,NA,NA,NA,NA,NA,NA
100,2019-12-07,NA,1461.23366907749,NA,NA,NA,NA,NA,NA
100,2019-12-08,NA,1364.99803569568,NA,NA,NA,NA,NA,NA
100,2019-12-09,NA,1789.22041958285,NA,NA,NA,NA,NA,NA
100,2019-12-10,NA,1985.61967138246,NA,NA,NA,NA,NA,NA
100,2019-12-11,NA,1808.86034476281,NA,NA,NA,NA,NA,NA
101,2019-12-11,NA,NA,NA,NA,NA,NA,NA,0.5
100,2019-12-12,NA,1632.10101814316,NA,NA,NA,NA,NA,NA
100,2019-12-13,NA,2103.45922246223,NA,NA,NA,NA,NA,NA
100,2019-12-14,NA,6031.44425845447,NA,NA,NA,NA,NA,NA
100,2019-12-15,NA,4519.17001959745,NA,NA,NA,NA,NA,NA
100,2019-12-16,NA,3517.53383541943,NA,NA,NA,NA,NA,NA
100,2019-12-17,NA,3006.89578074044,NA,NA,NA,NA,NA,NA
100,2019-12-18,NA,2555.17750160133,NA,NA,NA,NA,NA,NA
100,2019-12-19,NA,2260.57862390191,NA,NA,NA,NA,NA,NA
101,2019-12-19,NA,NA,NA,NA,NA,NA,NA,0.7
100,2019-12-20,NA,2044.53944692234,NA,NA,NA,NA,NA,NA
100,2019-12-21,NA,1946.33982102254,NA,NA,NA,NA,NA,NA
100,2019-12-22,NA,1867.78012030269,NA,NA,NA,NA,NA,NA
100,2019-12-23,NA,1749.94056922292,NA,NA,NA,NA,NA,NA
100,2019-12-24,NA,1671.38086850308,NA,NA,NA,NA,NA,NA
100,2019-12-25,NA,1573.18124260327,NA,NA,NA,NA,NA,NA
100,2019-12-26,NA,1508.3694895094,NA,NA,NA,NA,NA,NA
100,2019-12-27,NA,1439.62975137954,NA,NA,NA,NA,NA,NA
101,2019-12-27,NA,NA,NA,NA,NA,NA,NA,0.6
100,2019-12-28,NA,1433.73777382555,NA,NA,NA,NA,NA,NA
100,2019-12-29,NA,1368.92602073168,NA,NA,NA,NA,NA,NA
100,2019-12-30,NA,1368.92602073168,NA,NA,NA,NA,NA,NA
100,2019-12-31,NA,1315.89822274578,NA,NA,NA,NA,NA,NA
100,2020-01-01,NA,1241.26650706193,NA,NA,NA,NA,NA,NA
101,2020-01-01,NA,NA,NA,NA,NA,NA,NA,0.6
100,2020-01-02,NA,1198.05867166601,NA,NA,NA,NA,NA,NA
100,2020-01-03,NA,1274.65437986786,NA,NA,NA,NA,NA,NA
100,2020-01-04,NA,1302.15027511981,NA,NA,NA,NA,NA,NA
100,2020-01-05,NA,1268.76240231387,NA,NA,NA,NA,NA,NA
100,2020-01-06,NA,1200.02266418401,NA,NA,NA,NA,NA,NA
100,2020-01-07,NA,1233.41053698994,NA,NA,NA,NA,NA,NA
100,2020-01-08,NA,1201.98665670201,NA,NA,NA,NA,NA,NA
100,2020-01-09,NA,1174.49076145006,NA,NA,NA,NA,NA,NA
101,2020-01-09,NA,NA,NA,NA,NA,NA,NA,0.5
100,2020-01-10,NA,1174.49076145006,NA,NA,NA,NA,NA,NA
100,2020-01-11,NA,2201.65884836203,NA,NA,NA,NA,NA,NA
100,2020-01-12,NA,9429.15131458775,NA,NA,NA,NA,NA,NA
100,2020-01-13,NA,4401.33046851769,NA,NA,NA,NA,NA,NA
100,2020-01-14,NA,3635.3733864992,NA,NA,NA,NA,NA,NA
100,2020-01-15,NA,3026.5357059204,NA,NA,NA,NA,NA,NA
100,2020-01-16,NA,2555.17750160133,NA,NA,NA,NA,NA,NA
100,2020-01-17,NA,2182.01892318207,NA,NA,NA,NA,NA,NA
101,2020-01-17,NA,NA,NA,NA,NA,NA,NA,0.6
100,2020-01-18,NA,2083.81929728226,NA,NA,NA,NA,NA,NA
100,2020-01-19,NA,2024.89952174238,NA,NA,NA,NA,NA,NA
100,2020-01-20,NA,1789.22041958285,NA,NA,NA,NA,NA,NA
100,2020-01-21,NA,1612.4610929632,NA,NA,NA,NA,NA,NA
100,2020-01-22,NA,1535.86538476135,NA,NA,NA,NA,NA,NA
100,2020-01-23,NA,1504.44150447341,NA,NA,NA,NA,NA,NA
100,2020-01-24,NA,4597.7297203173,NA,NA,NA,NA,NA,NA
100,2020-01-25,NA,9723.75019228717,NA,NA,NA,NA,NA,NA
100,2020-01-26,NA,5324.40695197586,NA,NA,NA,NA,NA,NA
100,2020-01-27,NA,4126.37151599823,NA,NA,NA,NA,NA,NA
100,2020-01-28,NA,3340.77450879978,NA,NA,NA,NA,NA,NA
100,2020-01-29,NA,2889.05622966067,NA,NA,NA,NA,NA,NA
100,2020-01-30,NA,2535.53757642137,NA,NA,NA,NA,NA,NA
100,2020-01-31,NA,2319.4983994418,NA,NA,NA,NA,NA,NA
100,2020-02-01,NA,2201.65884836203,NA,NA,NA,NA,NA,NA
100,2020-02-02,NA,2044.53944692234,NA,NA,NA,NA,NA,NA
100,2020-02-03,NA,1946.33982102254,NA,NA,NA,NA,NA,NA
100,2020-02-04,NA,1848.14019512273,NA,NA,NA,NA,NA,NA
100,2020-02-05,NA,1965.9797462025,NA,NA,NA,NA,NA,NA
100,2020-02-06,NA,14653.3714124574,NA,NA,NA,NA,NA,NA
100,2020-02-07,NA,26908.6847247532,NA,NA,NA,NA,NA,NA
100,2020-02-08,NA,9586.27071602744,NA,NA,NA,NA,NA,NA
100,2020-02-09,NA,6993.80059227256,NA,NA,NA,NA,NA,NA
100,2020-02-10,NA,6365.3229865138,NA,NA,NA,NA,NA,NA
101,2020-02-10,NA,NA,NA,NA,NA,NA,NA,0.6
100,2020-02-11,NA,6483.16253759357,NA,NA,NA,NA,NA,NA
100,2020-02-12,NA,6031.44425845447,NA,NA,NA,NA,NA,NA
100,2020-02-13,NA,7799.03752465097,NA,NA,NA,NA,NA,NA
100,2020-02-14,NA,6679.56178939318,NA,NA,NA,NA,NA,NA
100,2020-02-15,NA,5893.96478219474,NA,NA,NA,NA,NA,NA
100,2020-02-16,NA,5383.32672751575,NA,NA,NA,NA,NA,NA
100,2020-02-17,NA,4833.40882247683,NA,NA,NA,NA,NA,NA
100,2020-02-18,NA,4519.17001959745,NA,NA,NA,NA,NA,NA
101,2020-02-18,NA,NA,NA,NA,NA,NA,NA,0.6
100,2020-02-19,NA,4204.93121671807,NA,NA,NA,NA,NA,NA
100,2020-02-20,NA,3831.77263829881,NA,NA,NA,NA,NA,NA
100,2020-02-21,NA,3576.45361095932,NA,NA,NA,NA,NA,NA
100,2020-02-22,NA,3380.0543591597,NA,NA,NA,NA,NA,NA
100,2020-02-23,NA,3242.57488289997,NA,NA,NA,NA,NA,NA
100,2020-02-24,NA,3144.37525700017,NA,NA,NA,NA,NA,NA
100,2020-02-25,NA,3124.73533182021,NA,NA,NA,NA,NA,NA
100,2020-02-26,NA,3046.17563110036,NA,NA,NA,NA,NA,NA
100,2020-02-27,NA,2967.61593038052,NA,NA,NA,NA,NA,NA
100,2020-02-28,NA,2810.49652894083,NA,NA,NA,NA,NA,NA
100,2020-02-29,NA,2712.29690304102,NA,NA,NA,NA,NA,NA
100,2020-03-01,NA,2594.45735196125,NA,NA,NA,NA,NA,NA
100,2020-03-02,NA,2535.53757642137,NA,NA,NA,NA,NA,NA
100,2020-03-03,NA,2535.53757642137,NA,NA,NA,NA,NA,NA
100,2020-03-04,NA,2437.33795052157,NA,NA,NA,NA,NA,NA
100,2020-03-05,NA,2398.05810016164,NA,NA,NA,NA,NA,NA
101,2020-03-05,NA,NA,NA,NA,NA,NA,NA,0.9
100,2020-03-06,NA,2358.77824980172,NA,NA,NA,NA,NA,NA
100,2020-03-07,NA,2240.93869872195,NA,NA,NA,NA,NA,NA
100,2020-03-08,NA,2142.73907282215,NA,NA,NA,NA,NA,NA
100,2020-03-09,NA,2103.45922246223,NA,NA,NA,NA,NA,NA
100,2020-03-10,NA,2083.81929728226,NA,NA,NA,NA,NA,NA
100,2020-03-11,NA,2024.89952174238,NA,NA,NA,NA,NA,NA
100,2020-03-12,NA,2005.25959656242,NA,NA,NA,NA,NA,NA
100,2020-03-13,NA,2260.57862390191,NA,NA,NA,NA,NA,NA
101,2020-03-13,NA,NA,NA,NA,NA,NA,NA,0.9
100,2020-03-14,NA,2024.89952174238,NA,NA,NA,NA,NA,NA
100,2020-03-15,NA,2142.73907282215,NA,NA,NA,NA,NA,NA
100,2020-03-16,NA,2083.81929728226,NA,NA,NA,NA,NA,NA
100,2020-03-17,NA,2024.89952174238,NA,NA,NA,NA,NA,NA
100,2020-03-18,NA,2044.53944692234,NA,NA,NA,NA,NA,NA
100,2020-03-19,NA,2240.93869872195,NA,NA,NA,NA,NA,NA
100,2020-03-20,NA,2142.73907282215,NA,NA,NA,NA,NA,NA
100,2020-03-21,NA,2103.45922246223,NA,NA,NA,NA,NA,NA
100,2020-03-22,NA,2024.89952174238,NA,NA,NA,NA,NA,NA
100,2020-03-23,NA,2024.89952174238,NA,NA,NA,NA,NA,NA
100,2020-03-24,NA,2044.53944692234,NA,NA,NA,NA,NA,NA
100,2020-03-25,NA,5835.04500665485,NA,NA,NA,NA,NA,NA
100,2020-03-26,NA,4479.89016923753,NA,NA,NA,NA,NA,NA
100,2020-03-27,NA,3753.21293757897,NA,NA,NA,NA,NA,NA
100,2020-03-28,NA,3262.21480807994,NA,NA,NA,NA,NA,NA
100,2020-03-29,NA,2908.69615484063,NA,NA,NA,NA,NA,NA
100,2020-03-30,NA,2574.81742678129,NA,NA,NA,NA,NA,NA
100,2020-03-31,NA,2947.97600520056,NA,NA,NA,NA,NA,NA
100,2020-04-01,NA,3497.89391023947,NA,NA,NA,NA,NA,NA
100,2020-04-02,NA,3006.89578074044,NA,NA,NA,NA,NA,NA
100,2020-04-03,NA,2712.29690304102,NA,NA,NA,NA,NA,NA
100,2020-04-04,NA,2535.53757642137,NA,NA,NA,NA,NA,NA
100,2020-04-05,NA,2398.05810016164,NA,NA,NA,NA,NA,NA
100,2020-04-06,NA,2280.21854908188,NA,NA,NA,NA,NA,NA
100,2020-04-07,NA,2182.01892318207,NA,NA,NA,NA,NA,NA
100,2020-04-08,NA,2201.65884836203,NA,NA,NA,NA,NA,NA
100,2020-04-09,NA,2142.73907282215,NA,NA,NA,NA,NA,NA
100,2020-04-10,NA,2024.89952174238,NA,NA,NA,NA,NA,NA
100,2020-04-11,NA,1985.61967138246,NA,NA,NA,NA,NA,NA
100,2020-04-12,NA,2103.45922246223,NA,NA,NA,NA,NA,NA
100,2020-04-13,NA,44781.0166385179,NA,NA,NA,NA,NA,NA
100,2020-04-14,NA,9409.51138940779,NA,NA,NA,NA,NA,NA
100,2020-04-15,NA,6875.9610411928,NA,NA,NA,NA,NA,NA
100,2020-04-16,NA,5599.36590449532,NA,NA,NA,NA,NA,NA
100,2020-04-17,NA,4931.60844837664,NA,NA,NA,NA,NA,NA
100,2020-04-18,NA,4519.17001959745,NA,NA,NA,NA,NA,NA
100,2020-04-19,NA,3910.33233901865,NA,NA,NA,NA,NA,NA
100,2020-04-20,NA,3812.13271311885,NA,NA,NA,NA,NA,NA
100,2020-04-21,NA,3380.0543591597,NA,NA,NA,NA,NA,NA
100,2020-04-22,NA,2987.25585556048,NA,NA,NA,NA,NA,NA
100,2020-04-23,NA,2967.61593038052,NA,NA,NA,NA,NA,NA
100,2020-04-24,NA,3124.73533182021,NA,NA,NA,NA,NA,NA
100,2020-04-25,NA,2947.97600520056,NA,NA,NA,NA,NA,NA
100,2020-04-26,NA,4715.56927139706,NA,NA,NA,NA,NA,NA
100,2020-04-27,NA,3674.65323685912,NA,NA,NA,NA,NA,NA
100,2020-04-28,NA,3281.8547332599,NA,NA,NA,NA,NA,NA
100,2020-04-29,NA,3144.37525700017,NA,NA,NA,NA,NA,NA
100,2020-04-30,NA,21998.7034297629,NA,NA,NA,NA,NA,NA
100,2020-05-01,NA,8290.03565415,NA,NA,NA,NA,NA,NA
100,2020-05-02,NA,6404.60283687373,NA,NA,NA,NA,NA,NA
100,2020-05-03,NA,5481.52635341555,NA,NA,NA,NA,NA,NA
100,2020-05-04,NA,4990.52822391652,NA,NA,NA,NA,NA,NA
100,2020-05-05,NA,4578.08979513734,NA,NA,NA,NA,NA,NA
100,2020-05-06,NA,4146.01144117819,NA,NA,NA,NA,NA,NA
100,2020-05-07,NA,3596.09353613928,NA,NA,NA,NA,NA,NA
100,2020-05-08,NA,3321.13458361982,NA,NA,NA,NA,NA,NA
100,2020-05-09,NA,3144.37525700017,NA,NA,NA,NA,NA,NA
100,2020-05-10,NA,2967.61593038052,NA,NA,NA,NA,NA,NA
100,2020-05-11,NA,2810.49652894083,NA,NA,NA,NA,NA,NA
100,2020-05-12,NA,2653.37712750114,NA,NA,NA,NA,NA,NA
100,2020-05-13,NA,2574.81742678129,NA,NA,NA,NA,NA,NA
100,2020-05-14,NA,2496.25772606145,NA,NA,NA,NA,NA,NA
100,2020-05-15,NA,2417.6980253416,NA,NA,NA,NA,NA,NA
