"DATE","tmax","tmin","rain","wind","relative_humidity","atm_trans","Kdown_direct","Kdown_diffuse","vpd"
1982-01-04,12.4,0.9,0.0112,3.07,0.89,0.23957,1616.4,2138.4,222
1982-01-05,7.3,-1.1,0,4.96,0.49,0.71605,9259.2,2012.4,456
1982-01-06,10.5,-1.4,0,2.77,0.62,0.49513,3254.4,4575.6,479
1982-01-07,11.2,4.3,0,3.02,0.82,0.30855,1972.8,2930.4,187
1982-01-08,4.2,-3.4,0,3.97,0.49,0.7084,8650.8,2664,436
1982-01-09,2,-5.6,0,4.25,0.44,0.64208,6793.2,3517.2,364
1982-01-10,-6.6,-18.5,0,6.42,0.3,0.74863,9622.8,2466,131
1982-01-11,-7.5,-17.3,0,5.52,0.29,0.74097,9950.4,2084.4,187
1982-01-12,-1.4,-11.8,0,2.93,0.43,0.61688,6249.6,3830.4,266
1982-01-13,-2.2,-6,0.0082,2.31,0.73,0.16442,298.8,2404.8,76
1982-01-14,-1,-8.5,0.0056,2.04,0.86,0.16075,72,2588.4,85
1982-01-15,-0.5,-11.9,0,4.24,0.73,0.70378,8485.2,3240,171
1982-01-16,5.8,-9.3,0,3.33,0.79,0.56311,5324.4,4122,227
1982-01-17,-4.5,-24.3,0,5.33,0.54,0.76818,10389.6,2588.4,104
1982-01-18,4.6,-18.8,0,1.87,0.54,0.57478,5450.4,4330.8,263
1982-01-19,0.5,-4.4,0.0088,1.37,0.86,0.10121,162,1573.2,39
1982-01-20,8.1,-2.2,0,1.38,0.89,0.59328,6418.8,3830.4,193
1982-01-21,6.6,0.2,0.0091,1.17,0.94,0.24627,853.2,3434.4,62
1982-01-22,2.3,-2.4,0.0045,2,0.93,0.13908,10.8,2430,62
1982-01-23,6.7,-3.2,0.0078,2.91,0.96,0.10622,46.8,1832.4,34
1982-01-24,4.8,-3.7,0,5.94,0.52,0.75904,11282.4,2257.2,329
1982-01-25,1.4,-10.3,0.0011,2.93,0.54,0.42909,4240.8,3477.6,235
1982-01-26,-1.2,-10.4,3e-04,3.84,0.66,0.7618,11440.8,2379.6,173
1982-01-27,-0.5,-14.1,0,2.38,0.53,0.74384,11253.6,2358,251
1982-01-28,8.5,-9.6,0,3.08,0.6,0.49261,5022,4071.6,323
1982-01-29,7.6,-4.9,0,2.7,0.53,0.73356,10875.6,2786.4,595
1982-01-30,12.1,-2.2,0,2.7,0.59,0.58984,6580.8,4503.6,497
1982-01-31,15.1,4,0.0014,3.68,0.95,0.12093,172.8,2120.4,98
1982-02-01,13.8,-1.3,0.0065,4.55,0.65,0.75262,12034.8,2368.8,479
1982-02-02,2.2,-2.5,0.0034,2.03,0.67,0.21564,594,3571.2,175
1982-02-03,6.3,-0.3,0.0414,1.61,0.99,0.04745,0,925.2,2
1982-02-04,8.3,-0.6,4e-04,2.71,0.87,0.5963,7239.6,4496.4,277
1982-02-05,5.2,-1.4,0,1.38,0.83,0.19877,1018.8,2930.4,157
1982-02-06,5.7,0.9,0,3.39,0.77,0.54398,7315.2,3596.4,342
1982-02-07,5.4,-6.6,0,3.02,0.33,0.77308,13161.6,2494.8,540
1982-02-08,9.9,-5.9,0,1.71,0.36,0.72676,12056.4,2804.4,725
1982-02-09,9.6,1,0.0084,2.77,0.84,0.12275,158.4,2376,21
1982-02-10,4,-4.1,2e-04,4.14,0.52,0.75062,12794.4,2854.8,446
1982-02-11,8.8,-1.9,0,1.24,0.46,0.68793,10508.4,3974.4,562
1982-02-12,6.7,-3.3,1e-04,1.83,0.55,0.47008,3063.6,6930,446
1982-02-13,4,-0.7,0.0054,2.97,0.79,0.73749,12852,2980.8,308
1982-02-14,13,-3.4,0,2.24,0.56,0.73859,12952.8,3060,705
1982-02-15,16.3,0.2,0,2.81,0.81,0.51532,5785.2,5497.2,467
1982-02-16,15.8,2.4,0.0102,1.58,0.96,0.33264,2250,5104.8,110
1982-02-17,11.8,2.7,0.0304,2.69,1,0.05933,0,1324.8,3.64
1982-02-18,2.2,0,0.001,2.43,0.88,0.0934,43.2,2062.8,116.36
1982-02-19,7,0,0.001,2.62,0.86,0.38164,2620.8,6069.6,208.18
1982-02-20,14.4,1.2,0,4.14,0.71,0.52931,5713.2,6458.4,526.36
1982-02-21,9.4,5,5e-04,4.52,0.73,0.64524,11001.6,3981.6,360
1982-02-22,7.2,0.9,0,5.03,0.61,0.72418,13204.8,3776.4,447.27
1982-02-23,18.5,-1.6,0,3.32,0.61,0.72204,13892.4,3204,829.17
1982-02-24,20.8,3.7,0,3.4,0.69,0.59672,9871.2,4395.6,891.67
1982-02-25,14.5,-1.3,0,3.71,0.52,0.72519,13525.2,3981.6,474.17
1982-02-26,3.3,-4.2,0,1.92,0.45,0.5159,4485.6,8089.2,412.5
1982-02-27,-0.1,-2.4,0.0254,1.92,0.74,0.08616,0,2120.4,49.17
1982-02-28,4,-0.5,0.002,2.12,0.83,0.38586,3110.4,6476.4,208.33
1982-03-01,8.3,-4.6,0,1.42,0.71,0.66899,11210.4,5569.2,294.17
1982-03-02,11.3,-3.9,0,3.16,0.77,0.62091,9597.6,6123.6,395.83
1982-03-03,6.5,2.4,0.0028,2.24,0.84,0.07677,14.4,1947.6,59.17
1982-03-04,6.6,-0.9,0.001,2.39,0.93,0.21979,1148.4,4521.6,81.67
1982-03-05,15.5,4.3,0,2.95,0.82,0.57378,8949.6,5990.4,485.83
1982-03-06,9.6,2.3,7e-04,2.01,0.76,0.10932,61.2,2811.6,165
1982-03-07,3.1,-0.3,0.0183,2.42,0.91,0.13371,504,3042,67.5
1982-03-08,5.4,-3.6,0,4.05,0.53,0.76584,17136,3358.8,421.67
1982-03-09,12.4,-2.4,0,3.3,0.6,0.71819,15375.6,4017.6,659.17
1982-03-10,11.6,-0.6,1e-04,1.99,0.62,0.52035,6040.8,8136,463.33
1982-03-11,19.7,1.1,0.0016,2.53,0.73,0.6098,10796.4,5965.2,714.17
1982-03-12,20.8,7.2,0,2.63,0.75,0.66083,14058,4266,795.83
1982-03-13,18.8,9.6,9e-04,3.08,0.79,0.39371,4165.2,6847.2,557.5
1982-03-14,14,5.2,0,4.09,0.43,0.32462,1519.2,7639.2,743.33
1982-03-15,9.7,3.3,0.0065,2.45,0.82,0.12639,162,3434.4,28.33
1982-03-16,6,1.8,0.0029,1.92,0.99,0.10727,36,3042,13.33
1982-03-17,22.3,5.7,0,3.64,0.81,0.65877,14551.2,4510.8,882.5
1982-03-18,20.7,3.8,0,1.62,0.72,0.72504,17215.2,3938.4,788.33
1982-03-19,17.5,7,0.0053,1.89,0.84,0.29348,2480.4,6152.4,370.83
1982-03-20,13.8,6.8,0.0038,1.95,0.97,0.08801,72,2538,46.67
1982-03-21,17.4,7,0.007,2.23,0.87,0.29145,1504.8,7207.2,430.83
1982-03-22,13.8,2.5,0,4.78,0.45,0.76602,19558.8,3520.8,696.67
1982-03-23,13.7,0.1,0,1.6,0.6,0.68609,14709.6,6123.6,675
1982-03-24,16.1,3.2,0.0012,2.22,0.7,0.60341,12243.6,6220.8,559.17
1982-03-25,19.9,2.3,2e-04,1.85,0.75,0.64554,15217.2,4687.2,803.33
1982-03-26,14.3,1.9,0,5.48,0.59,0.72611,16668,5889.6,557.5
1982-03-27,5.4,-2.2,0,4.6,0.44,0.74248,17485.2,5752.8,506.67
1982-03-28,7.8,-5.5,0,2.33,0.36,0.78582,21024,3751.2,594.17
1982-03-29,12.2,-1.6,0,1.87,0.46,0.77439,20804.4,3787.2,691.67
1982-03-30,18.4,4.1,0,2.61,0.61,0.65037,14486.4,6314.4,718.33
1982-03-31,19.6,7.5,0.0018,3.73,0.82,0.33509,2840.4,7952.4,447.5
1982-04-01,19.1,3,0,3.35,0.56,0.77045,21186,3801.6,1187.5
1982-04-02,21.9,2.8,0,2.64,0.52,0.74714,20394,4003.2,1362.5
1982-04-03,20.2,10.5,0.0109,5.47,0.75,0.27355,5104.8,3888,510.83
1982-04-04,14.4,6.3,0,8.24,0.31,0.77683,21823.2,3884.4,915.83
1982-04-05,12.8,2.2,0,3.5,0.43,0.54158,8924.4,9115.2,673.85
1982-04-06,8.7,-0.2,0.0016,8.03,0.63,0.76481,21258,4381.2,378.46
1982-04-07,6.2,-4.3,0,6.42,0.36,0.7855,22482,4017.6,498.46
1982-04-08,6.4,-0.2,0.0017,1.98,0.55,0.2944,1368,8625.6,291.54
1982-04-09,9.7,1.2,0.0105,3.47,0.81,0.63822,15120,6678,380.77
1982-04-10,12.5,-1.1,0,3.18,0.57,0.73529,20030.4,5234.4,620.77
1982-04-11,12.4,-0.8,0,3.24,0.59,0.67743,16290,7124.4,660
1982-04-12,20,0.5,0,2.08,0.66,0.56788,11995.2,7747.2,810
1982-04-13,21.4,11.2,8e-04,4.18,0.56,0.47713,9885.6,6796.8,888.46
1982-04-14,20.3,6.3,0,1.88,0.75,0.46586,8431.2,7948.8,765.38
1982-04-15,15.8,9.6,0,1.84,0.74,0.262,2044.8,7218,507.69
1982-04-16,20.1,7.7,0,2.19,0.79,0.33857,3103.2,8931.6,483.08
1982-04-17,23.9,11,5e-04,3.57,0.83,0.34262,4266,7977.6,558.46
1982-04-18,18.7,7.3,0.004,4.06,0.58,0.75784,22924.8,4298.4,1007.69
1982-04-19,19.4,5.9,0,2.11,0.51,0.72537,20808,5382,1146.15
1982-04-20,18.1,8,0,2.02,0.69,0.29892,2444.4,8402.4,503.85
1982-04-21,16.9,11.1,0,3.19,0.69,0.60004,13867.2,8013.6,905.38
1982-04-22,13.1,3.2,0,3.12,0.48,0.40999,6476.4,8546.4,704.29
1982-04-23,16.7,-1.2,0,2.46,0.38,0.77839,24238.8,4417.2,999.29
1982-04-24,20.5,0.9,0,1.78,0.53,0.73898,21754.8,5576.4,1175.71
1982-04-25,20.1,5.3,0,2.7,0.59,0.52848,9453.6,10180.8,970.71
1982-04-26,19.9,10.9,0.0296,1.42,0.93,0.22313,2829.6,5497.2,220.71
1982-04-27,19.7,11.4,0.0195,1.63,0.94,0.29392,3690,7326,196.43
1982-04-28,18.8,7.8,0,3,0.71,0.68349,19656,6069.6,794.29
1982-04-29,16.4,3.9,0,2.31,0.58,0.74144,23018.4,5004,815.71
1982-04-30,18.4,4.5,0,1.64,0.53,0.73826,22341.6,5673.6,977.14
1982-05-01,22.7,3.9,0,2.26,0.6,0.64813,18270,6422.4,1170
1982-05-02,21.1,8.2,0.0014,1.57,0.75,0.46998,10958.4,7016.4,685.71
1982-05-03,22,8.1,0,1.88,0.71,0.60785,14310,9025.2,1126.43
1982-05-04,22,5.2,0,2.09,0.55,0.75258,24357.6,4640.4,1317.86
1982-05-05,24.1,6.4,0,1.02,0.59,0.73657,23785.2,4698,1393.57
1982-05-06,26.4,9.6,0,1.48,0.61,0.64308,19148.4,5806.8,1295
1982-05-07,25.9,12.6,0,2.15,0.7,0.47355,9702,8737.2,1290.71
1982-05-08,21.9,15,0.0038,2.05,0.8,0.14596,885.6,4816.8,378.57
1982-05-09,22.1,7.4,0,3.81,0.59,0.64911,18046.8,7394.4,1163.57
1982-05-10,23.8,6,0,2.19,0.55,0.74046,24217.2,4896,1423.57
1982-05-11,25.2,7.8,0,1.86,0.56,0.71748,22766.4,5529.6,1478.57
1982-05-12,28.2,9.3,0,1.38,0.65,0.69942,22248,5418,1706.43
1982-05-13,29.1,12.2,0,2.3,0.61,0.62462,18565.2,6213.6,1862.14
1982-05-14,29.5,13.1,0,1.94,0.6,0.6074,18082.8,6080.4,1927.14
1982-05-15,28.3,15.3,0,1.19,0.59,0.63698,19681.2,5727.6,1696.43
1982-05-16,29,13.4,3e-04,1.48,0.62,0.61199,18698.4,5778,1571.43
1982-05-17,28.3,13.5,0,1.56,0.65,0.58816,17514,6069.6,1742.86
1982-05-18,27.4,15.2,0.0015,1.57,0.71,0.58411,16408.8,7070.4,1205.71
1982-05-19,23.7,16,0.0112,1.33,0.87,0.28645,2221.2,9320.4,367.86
1982-05-20,27.1,14.3,0.0034,2.22,0.81,0.48145,9990,9453.6,912.14
1982-05-21,24.2,14.8,0.0017,1.29,0.86,0.42844,9709.2,7632,592.86
1982-05-22,26.5,15.6,0.0038,1.2,0.84,0.44589,9216,8870.4,651.43
1982-05-23,25.8,18.3,0.0076,1.45,0.89,0.36597,4809.6,10065.6,527.86
1982-05-24,21.8,18.1,0.0213,1.2,0.97,0.27145,2606.4,8449.2,122.86
1982-05-25,25.4,17.1,0.008,1.01,0.9,0.44377,9291.6,8816.4,487.86
1982-05-26,21.9,18.4,0.004,1.34,0.95,0.16212,576,6051.6,162.86
1982-05-27,24.5,17.9,0.0042,1.45,0.93,0.32201,4132.8,9054,300.71
1982-05-28,24.8,18.6,0.0174,1.78,0.94,0.4288,8935.2,8654.4,300
1982-05-29,27.5,17.9,8e-04,2.58,0.88,0.35302,4107.6,10396.8,600
1982-05-30,29.2,18.5,2e-04,2.28,0.82,0.48494,9979.2,9975.6,965.71
1982-05-31,30.8,16.5,0.0026,1.8,0.8,0.59589,18212.4,6343.2,1130
1982-06-01,26.9,18.5,0.0079,2.04,0.87,0.47703,10411.2,9273.6,647.14
1982-06-02,25.3,15.4,0,2.65,0.7,0.68107,21412.8,6728.4,1123.57
1982-06-03,24.9,15.5,0.0119,1.72,0.86,0.37837,6476.4,9176.4,410
1982-06-04,21.9,17.5,0.0057,1.61,0.94,0.25659,1933.2,8694,206
1982-06-05,24.4,16.4,0.0171,2.63,0.86,0.48875,12866.4,7398,622.67
1982-06-06,20.3,14,0,4.42,0.73,0.41262,6771.6,10353.6,676.67
1982-06-07,24.1,13.2,0,3.07,0.75,0.545,11847.6,10792.8,795.33
1982-06-08,26.7,12.3,0,2.19,0.77,0.54046,11516.4,10954.8,927.33
1982-06-09,26.4,16.1,0.002,1.6,0.84,0.48605,12189.6,8035.2,641.33
1982-06-10,26.1,18.8,0.0369,1.41,0.93,0.25928,3362.4,7434,266.67
1982-06-11,25.3,16.6,0.0014,1.53,0.83,0.52661,12884.4,9057.6,797.33
1982-06-12,22.1,18,0.009,2.08,0.92,0.24506,3214.8,7002,248
1982-06-13,23.8,16.8,0.025,2.5,0.91,0.32806,7822.8,5860.8,385.33
1982-06-14,24.6,12.5,0,2.58,0.71,0.68983,21996,6789.6,1127.33
1982-06-15,26.3,14.3,5e-04,1.9,0.71,0.53849,15472.8,7005.6,1010
1982-06-16,29.1,19.4,0.0041,3.22,0.82,0.57524,16218,7801.2,816
1982-06-17,25.5,18.6,0.0024,2.3,0.83,0.3985,6865.2,9777.6,585.33
1982-06-18,24.7,15.4,4e-04,1.49,0.86,0.47644,10623.6,9277.2,615.33
1982-06-19,26.6,16.2,0,2.53,0.78,0.61455,18036,7635.6,976.67
1982-06-20,24.1,15.9,0,2.97,0.69,0.64876,18421.2,8679.6,992
1982-06-21,25.8,12.9,0,2.65,0.71,0.63666,20286,6307.2,1098.67
1982-06-22,23.7,16.4,0.0077,1.53,0.85,0.39608,6631.2,9910.8,438
1982-06-23,24.7,13.5,0,1.92,0.73,0.62283,18561.6,7444.8,1128.57
1982-06-24,23.6,13.7,0,1.94,0.69,0.49088,12218.4,8272.8,967.86
1982-06-25,26.4,15,8e-04,1.8,0.77,0.53626,14731.2,7646.4,857.86
1982-06-26,29.2,17.7,0.0028,1.67,0.82,0.54892,14868,8028,912.86
1982-06-27,29.5,17.6,0.0074,1.27,0.87,0.54738,14878.8,7941.6,742.86
1982-06-28,28.3,17.8,0.0062,1.37,0.86,0.53032,13417.2,8679.6,701.43
1982-06-29,27.7,19.4,0.0035,1.91,0.88,0.46633,11278.8,8139.6,611.43
1982-06-30,27.8,19.4,6e-04,3.41,0.79,0.55015,15138,7754.4,948.57
1982-07-01,24.8,13.4,0,2.18,0.64,0.71803,23601.6,6253.2,1315
1982-07-02,27.6,11.8,0,1.53,0.67,0.68571,21733.2,6753.6,1377.86
1982-07-03,31.3,17,7e-04,3.38,0.73,0.56933,17038.8,6591.6,1380
1982-07-04,28.1,20.5,0.0031,3.47,0.8,0.52154,13982.4,7642.8,925.71
1982-07-05,23,18.4,0.0038,1.61,0.92,0.23006,2293.2,7236,307.14
1982-07-06,25.9,16,0,1.6,0.79,0.43846,7480.8,10659.6,930.71
1982-07-07,29.6,17.7,3e-04,1.63,0.74,0.60869,18100.8,7052.4,1210.71
1982-07-08,30.3,18.7,0.0039,1.54,0.82,0.51971,13939.2,7509.6,927.86
1982-07-09,28.7,19.8,0.0105,1.65,0.89,0.44547,9619.2,8740.8,620.71
1982-07-10,27.2,20.6,0.0035,0.9,0.92,0.42441,6980.4,10486.8,412.14
1982-07-11,30,20.3,0.0054,1.15,0.88,0.48059,12020.4,7729.2,701.43
1982-07-12,29,19.8,0,1.71,0.82,0.51346,12574.8,8492.4,1012.14
1982-07-13,28.5,18,9e-04,1.68,0.82,0.52801,14472,7156.8,892.86
1982-07-14,25.9,20.2,0.0123,0.99,0.93,0.29439,2926.8,9111.6,280
1982-07-15,28.7,20.8,0.0055,0.88,0.9,0.43753,9410.4,8449.2,545
1982-07-16,29.5,19.8,0.0011,0.95,0.84,0.56435,15386.4,7606.8,955
1982-07-17,30.9,19.3,0.0011,1.21,0.8,0.61653,18561.6,6508.8,1127.86
1982-07-18,31,20.6,0.0027,1.61,0.83,0.60482,17863.2,6681.6,1085.71
1982-07-19,30.6,19.5,0,1.52,0.82,0.59418,16801.2,7261.2,1127.86
1982-07-20,27.8,21.6,0.0014,2.89,0.8,0.46692,10036.8,8830.8,937.86
1982-07-21,27.9,18.3,0.001,1.68,0.79,0.52583,13658.4,7542,1013.57
1982-07-22,29.9,21.1,0.0027,1.55,0.8,0.49224,11833.2,7966.8,887.14
1982-07-23,27.9,20.8,0.0058,1.07,0.9,0.34827,4129.2,9846,481.43
1982-07-24,27.7,20.3,8e-04,1.64,0.85,0.49303,12985.2,6750,758.57
1982-07-25,29.8,18.2,0,1.09,0.72,0.55768,14947.2,7318.8,1322.14
1982-07-26,31.6,18.7,0,1.85,0.74,0.62425,17344.8,7513.2,1644.29
1982-07-27,31.9,19.2,3e-04,1.46,0.73,0.57238,14749.2,7981.2,1526.43
1982-07-28,29.2,22.1,3e-04,2.2,0.79,0.4239,6584.4,10202.4,945.71
1982-07-29,27.4,18.9,2e-04,1.87,0.73,0.58084,16131.6,6804,1225
1982-07-30,25.5,20.6,0.0144,1.45,0.9,0.28996,4363.2,7052.4,265
1982-07-31,26.3,20.2,0.0062,1.23,0.91,0.28158,3463.2,7588.8,429.29
1982-08-01,27.7,18.3,0,2.09,0.79,0.5848,15235.2,7646.4,1156.43
1982-08-02,27.5,15.5,1e-04,1.82,0.74,0.58511,16801.2,6019.2,1266.43
1982-08-03,28.3,16.6,0,2.2,0.73,0.56306,14641.2,7246.8,1297.14
1982-08-04,30.8,16.5,2e-04,1.22,0.76,0.59145,15940.8,6973.2,1340.71
1982-08-05,27.9,22,0.0033,1.56,0.89,0.34771,6753.6,6670.8,540
1982-08-06,27.5,21.3,0.0016,1.04,0.89,0.39106,7830,7214.4,553.57
1982-08-07,28.7,21,0.0022,0.97,0.88,0.4478,9752.4,7412.4,665
1982-08-08,28.1,21.5,0.0114,0.98,0.91,0.3899,6094.8,8794.8,488.57
1982-08-09,26.7,20.2,0.0189,1.81,0.9,0.41997,8020.8,7956,462.86
1982-08-10,28.3,19.3,0,2.34,0.8,0.54178,13564.8,6966,1060
1982-08-11,28,17.1,1e-04,1.02,0.78,0.52812,13035.6,6897.6,992.86
1982-08-12,23.3,18.8,0.0068,1.45,0.89,0.29545,4816.8,6289.2,367.86
1982-08-13,22.7,15.7,0,1.28,0.8,0.31121,4496.4,7153.2,670
1982-08-14,25.5,15.9,0.0018,1.03,0.79,0.4691,10414.8,7070.4,727.14
1982-08-15,28.1,15.9,5e-04,1.11,0.83,0.57222,14457.6,6778.8,915
1982-08-16,27.4,17.8,0.0036,1.19,0.87,0.50325,11260.8,7333.2,647.14
1982-08-17,27.6,18.3,0.0067,1.22,0.89,0.5306,12596.4,6919.2,599.29
1982-08-18,25.8,16.2,0.0027,1.17,0.85,0.50199,10825.2,7552.8,752.86
1982-08-19,26.7,17.2,6e-04,1.18,0.79,0.50348,11124,7221.6,900
1982-08-20,29.1,16.4,0,2.72,0.74,0.64906,17175.6,6361.2,1376.43
1982-08-21,25.7,20,0.0015,3.53,0.69,0.52536,12700.8,6256.8,1030
1982-08-22,24.6,12.9,0,2.14,0.72,0.47375,8528.4,8481.6,969.29
1982-08-23,27.4,16,0,2.17,0.75,0.48565,8874,8474.4,1140
1982-08-24,27.6,19.6,0,2.27,0.79,0.38921,6804,7027.2,870
1982-08-25,26.8,21.8,0.0066,3.62,0.81,0.45981,10548,5706,795
1982-08-26,25.5,14.2,0,1.71,0.69,0.71305,19926,5144.4,1231.54
1982-08-27,25.6,14.8,6e-04,2.39,0.73,0.29424,2696.4,7592.4,724.62
1982-08-28,25.7,17.8,0,2.87,0.76,0.50657,9583.2,8031.6,1118.46
1982-08-29,21.9,11.4,0,2.18,0.62,0.71582,19782,4968,1089.23
1982-08-30,25.3,11.9,9e-04,1.69,0.7,0.42151,6793.2,7696.8,786.15
1982-08-31,23.4,15.8,0.0113,2.14,0.9,0.23249,3056.4,4888.8,289.23
1982-09-01,23.7,19.1,0.0065,2.04,0.96,0.19583,1036.8,5616,177.69
1982-09-02,29.7,19.7,8e-04,2.41,0.84,0.46666,7963.2,7794,991.54
1982-09-03,26.4,19.9,0,3.11,0.73,0.62595,15350.4,5655.6,1163.85
1982-09-04,23.9,11.6,0,1.94,0.64,0.68581,15973.2,6897.6,1235.38
1982-09-05,24.4,11.2,0,1.31,0.68,0.68573,17028,5695.2,1126.92
1982-09-06,26.8,10.3,0,1.05,0.64,0.7127,18684,4780.8,1310
1982-09-07,26.8,13.1,0,1.4,0.74,0.55043,10627.2,7376.4,1217.69
1982-09-08,25.7,14.8,0,1.56,0.71,0.52341,9910.8,7095.6,972.31
1982-09-09,23.9,15.3,2e-04,1.75,0.78,0.46215,6843.6,8071.2,816.92
1982-09-10,24.9,13.9,0,1.26,0.72,0.52036,7804.8,8874,1006.15
1982-09-11,27.3,13.8,0,1.17,0.71,0.57794,10753.2,7642.8,1225.38
1982-09-12,28.8,15.3,0,1.37,0.71,0.65219,15703.2,4910.4,1458.46
1982-09-13,27.8,18.1,0,1.43,0.68,0.52529,10821.6,5662.8,1166.67
1982-09-14,24.8,18.3,0.0014,1.06,0.87,0.30817,4377.6,5223.6,511.67
1982-09-15,28.9,18.9,3e-04,1.95,0.85,0.53148,11019.6,5418,1036.67
1982-09-16,28.9,17.6,1e-04,2.82,0.74,0.6044,13096.8,5457.6,1455.83
1982-09-17,26.8,13,0,1.55,0.68,0.69994,16812,4514.4,1410.83
1982-09-18,29,14,5e-04,2.15,0.69,0.62243,12888,5932.8,1519.17
1982-09-19,23,16.6,0.0053,1.73,0.86,0.17361,684,4525.2,336.67
1982-09-20,19.9,16.5,0.0023,1.31,0.85,0.22853,1202.4,5601.6,344.17
1982-09-21,23.6,10.7,0,1.59,0.76,0.54235,10432.8,5587.2,1107.5
1982-09-22,18.2,11.3,0.0062,2.53,0.77,0.33772,3337.2,6559.2,690.83
1982-09-23,19,7.6,0,3.11,0.66,0.71225,15984,4719.6,865
1982-09-24,21.2,7.1,0,1.57,0.71,0.61032,11401.2,6195.6,995.83
1982-09-25,22.1,11,0,1.62,0.67,0.51416,7038,7664.4,1011.67
1982-09-26,18.6,12.7,0.0212,2.16,0.87,0.06652,0,1886.4,33.33
1982-09-27,20.5,10.9,0.0025,2.66,0.82,0.47483,6544.8,6807.6,754.17
1982-09-28,21,9.6,0,2.33,0.77,0.49618,7729.2,6105.6,819.17
1982-09-29,21.9,10.6,0,1.6,0.77,0.56829,9932.4,5778,829.17
1982-09-30,20.9,12,0,1.61,0.76,0.37646,3081.6,7236,713.33
1982-10-01,25,9.3,0,1.41,0.75,0.67233,13071.6,5194.8,1035
1982-10-02,26.5,11.6,0,1.75,0.77,0.59433,10918.8,5086.8,1124.17
1982-10-03,26.9,13.7,0,1.38,0.75,0.62093,11134.8,5439.6,1099.17
1982-10-04,27.6,16.5,0,1.33,0.76,0.53629,8010,6177.6,1300
1982-10-05,25.9,17.4,0.001,0.97,0.79,0.50173,8560.8,4593.6,750.91
1982-10-06,26,16.5,2e-04,1.1,0.86,0.51559,7804.8,5590.8,806.36
1982-10-07,25.3,16.5,0,2.1,0.75,0.52886,7592.4,6022.8,1028.18
1982-10-08,24.6,16.1,0.0021,1.61,0.81,0.40701,5601.6,4780.8,649.09
1982-10-09,25.1,16,0.0047,1.46,0.91,0.38701,4280.4,5500.8,516.36
1982-10-10,19.7,14.5,0.0106,2.35,0.93,0.1005,169.2,2347.2,210.91
1982-10-11,16.4,13.1,0.0015,2.05,0.82,0.17444,1177.2,3150,328.18
1982-10-12,21.1,13.5,1e-04,0.79,0.79,0.45473,4597.2,6577.2,780
1982-10-13,17.4,14.5,0.0235,1.13,0.95,0.06241,10.8,1508.4,20.91
1982-10-14,18,11,0,3.56,0.72,0.58346,9118.8,4950,789.09
1982-10-15,19.5,8.7,0,3.88,0.59,0.71009,13431.6,3528,858.18
1982-10-16,14.7,8.2,3e-04,4.31,0.6,0.67401,11217.6,4726.8,720.91
1982-10-17,12.9,1.6,0,2.46,0.54,0.7409,13766.4,3592.8,652.73
1982-10-18,14.7,5,0,1.45,0.59,0.62272,8589.6,5860.8,697.27
1982-10-19,18.6,6.1,5e-04,1.61,0.67,0.70833,12747.6,3531.6,743.64
1982-10-20,21,8.3,0,2.9,0.8,0.44571,4647.6,5497.2,594.55
1982-10-21,16.6,9.3,0.0016,3.06,0.71,0.58883,9342,3931.2,725.45
1982-10-22,13.5,2.7,0,1.57,0.67,0.72003,12340.8,3733.2,576.36
1982-10-23,11,1.4,0,1.9,0.67,0.57692,5349.6,7405.2,493.64
1982-10-24,8.5,3,0,2.79,0.59,0.31997,597.6,6408,479.09
1982-10-25,7.4,3.5,0.0574,4.61,0.9,0.07222,7.2,1558.8,20
1982-10-26,16.9,4.4,0.0043,3.64,0.64,0.74334,12711.6,3250.8,863.64
1982-10-27,18.1,0.7,0,1.48,0.72,0.72282,12056.4,3315.6,790.91
1982-10-28,19.5,1.8,0,1.36,0.71,0.72283,12034.8,3189.6,914.55
1982-10-29,20,5.3,0,1.81,0.67,0.71499,11660.4,3254.4,875.45
1982-10-30,20.9,3.9,0,1.73,0.75,0.62049,7862.4,4957.2,827.27
1982-10-31,23.5,5.5,0,1.79,0.76,0.68575,10864.8,3168,906.36
1982-11-01,24.1,8.3,0,1.91,0.8,0.63567,9316.8,3567.6,879.09
1982-11-02,24.4,9.5,0,1.62,0.82,0.66559,10350,3013.2,809.09
1982-11-03,22.8,11.3,0,2.25,0.87,0.50157,5508,4467.6,578.18
1982-11-04,18,6.2,0.0222,3.28,0.96,0.05701,0,1123.2,30
1982-11-05,6.6,1.5,0,5.03,0.55,0.74122,11401.2,3067.2,475.45
1982-11-06,8.4,-2.3,0,2.65,0.54,0.72857,11052,3038.4,464.55
1982-11-07,12.5,-2.8,0,1.53,0.66,0.72458,10908,2977.2,586.36
1982-11-08,16.8,-1.9,0,1.94,0.67,0.72153,10724.4,2977.2,733.64
1982-11-09,18.6,2,0,1.83,0.75,0.60277,7045.2,4298.4,690
1982-11-10,16.1,6.2,0,1.52,0.83,0.57883,5932.8,4863.6,393.64
1982-11-11,17.8,5.8,0,2.37,0.82,0.55786,5130,5184,520
1982-11-12,19.5,9.1,0.0016,4.62,0.87,0.28088,1800,3348,390
1982-11-13,15.9,3.9,0.0178,5.37,0.66,0.73481,10522.8,2829.6,505.45
1982-11-14,6.9,-2.6,0,2.01,0.62,0.52028,3088.8,6285.6,342.73
1982-11-15,6,0.3,0,3.59,0.61,0.71504,9583.2,3193.2,416.36
